GeneID,GSM5009234,GSM5009235,GSM5009230,GSM5009243
200959,1,2,1,0
81050,0,0,0,0
26341,0,0,0,0
105373996,0,0,0,0
403273,0,0,0,0
403274,0,0,0,0
105373998,0,0,0,0
105373997,0,0,0,0
101929320,0,0,0,0
105373999,0,0,0,0
79295,0,0,0,0
79310,0,0,0,0
403278,0,0,0,0
105374000,0,0,0,0
403277,0,0,0,0
26339,0,0,0,0
402135,0,1,0,1
56650,2578,2545,2021,2522
2838,0,0,0,0
1371,148,74,152,144
100874207,2,9,12,19
10402,563,403,542,557
131566,391,609,384,345
105374002,0,0,2,0
105374003,0,0,0,11
107986104,0,0,0,0
105374004,0,0,0,0
105374007,0,0,0,0
105374005,0,2,0,0
105374006,0,0,0,0
1295,2,15,31,5
101929357,109,60,62,87
84319,578,445,289,383
11259,48,68,189,81
112268455,3,14,1,11
100500859,0,0,0,0
105374010,36,19,24,12
105374009,0,1,0,2
644444,0,0,0,0
55773,1073,912,964,1158
56954,732,758,1010,980
9868,958,830,803,964
348801,272,253,119,202
55076,116,92,321,688
84873,0,0,0,0
10342,989,1084,873,1263
25890,75,284,200,99
50939,16,19,40,10
57337,839,842,945,849
131909,0,0,0,0
54931,528,646,630,640
57092,6374,5457,4865,5639
27107,599,379,455,447
100009676,60,25,28,22
6152,8308,7727,8010,7683
105374013,750,619,717,735
285359,243,124,267,204
79598,402,370,265,439
91775,419,312,362,409
64332,111,230,931,421
152225,0,0,0,0
101929411,0,0,0,0
107986105,16,9,6,3
131368,194,204,73,44
105374016,10,3,17,4
107986106,0,0,0,0
105374017,0,0,0,0
105374018,0,0,0,0
100616336,0,0,0,0
105374019,0,0,0,0
105374020,30,2,0,4
105374021,0,0,2,0
107986107,0,0,0,0
107986108,95,42,48,60
105374023,0,0,0,0
214,8097,4154,6970,7117
868,426,317,507,437
107986109,3,1,6,3
105374024,26,24,11,9
105374026,0,0,0,0
105374027,11,0,0,0
107986110,0,0,0,0
107986112,0,0,0,0
101929485,1,1,1,2
105374029,20,10,32,9
101929534,17,21,6,14
107986021,19,28,15,20
100302640,73,19,44,29
344595,136,166,180,322
84692,0,0,1,0
101929579,0,0,0,0
101929607,5,7,14,10
56987,5121,3771,3838,4086
151658,0,0,0,0
285205,0,0,0,0
961,2552,1878,1290,1802
105374031,0,0,1,0
101929623,0,0,0,0
55081,791,722,1027,832
11148,0,6,0,0
22989,1,0,1,1
57650,198,58,212,133
9666,4174,3770,4002,4238
105374033,0,0,0,0
105374034,0,0,0,0
84666,0,0,0,0
50852,0,21,7,1
9626,0,55,3,0
27136,0,0,0,0
100506506,0,0,0,0
401081,0,0,0,0
677779,5,0,0,20
151871,0,0,0,0
55211,0,1,0,0
401082,0,0,0,0
100616129,0,0,0,0
105377811,0,0,0,0
105374036,0,0,0,0
105374037,6,0,0,0
151760,25,23,18,11
100506555,50,29,13,41
25945,2430,1435,651,1164
105374038,0,0,0,0
105374039,0,0,0,0
10225,2,1,27,0
79413,0,0,0,0
257068,115,121,181,120
100874115,0,0,0,8
90102,1856,1651,1477,1637
107984087,30,20,21,16
105374040,49,48,37,39
55347,1667,1387,966,1481
29114,1972,1451,1505,1529
344805,1,1,0,16
79669,80,132,42,49
693152,0,0,0,0
257144,6,18,9,1
112806053,15,27,10,0
285335,156,236,142,97
105374042,0,8,3,3
4345,2922,2910,1969,3173
105374041,0,0,3,0
112268446,0,0,0,0
151888,18,1,0,0
64422,1038,862,816,706
55032,1168,952,760,1066
112268447,22,19,37,30
100506621,22,19,35,30
151887,89,121,222,29
101929694,6,0,2,0
113218483,0,0,0,0
100129297,0,0,0,0
344807,0,0,0,0
131450,0,1,3,0
29083,475,324,389,470
25871,699,837,700,679
107986114,10,22,29,15
107986113,3,2,0,0
101929717,5,8,3,20
102723430,0,0,0,0
91653,85,84,313,133
55779,304,306,657,490
100874029,2,4,2,5
102466253,0,0,0,0
152185,279,369,296,424
54847,226,150,52,210
100616476,2,5,3,0
205717,591,1029,587,702
80218,1072,1076,920,1032
523,3008,2021,1416,2054
54762,438,402,537,460
254887,102,187,177,134
57577,867,392,844,757
105374048,13,2,19,6
79691,133,305,188,150
1814,0,0,0,0
107986115,0,0,1,0
7634,0,0,3,1
201633,1744,1425,1592,1428
26137,5645,4490,4979,4901
693153,21,15,19,22
100131117,49,66,42,34
101929754,10,5,10,8
100616166,8,0,5,1
104413890,17,27,48,30
100874131,82,88,111,71
101926886,10,0,1,1
105374051,0,0,0,0
2596,258,101,387,372
4045,1645,824,1585,2934
105374053,0,0,0,0
109623450,1,0,0,0
107986116,11,1,2,10
105374052,2,7,5,7
101926903,28,8,48,25
100861506,2,0,4,0
285194,25,15,10,23
100616485,0,0,0,0
100506724,0,0,0,0
105374054,5,0,4,4
105374056,33,18,105,81
105374057,10,3,1,8
107986022,93,29,167,45
101926953,10,0,12,4
105374058,0,0,0,0
105374060,0,0,0,0
101926968,0,0,0,0
107983969,1,0,0,0
105374059,0,0,0,0
152404,640,232,321,406
100506765,15,1,1,0
152405,0,0,0,7
7348,0,9,10,1
8702,704,812,577,635
100874201,34,36,23,13
57514,27,31,108,5
100874246,0,0,0,0
55254,961,874,983,1038
56983,834,821,673,1054
51300,1499,1249,1046,1418
941,2,0,3,0
107986118,0,1,0,0
141,50,22,37,38
51365,164,175,33,81
105374062,0,0,0,0
64091,44,48,24,32
105374063,26,17,32,11
10063,3533,2677,3142,2953
105374064,0,0,2,0
89876,595,364,491,365
8856,2,14,14,0
2932,705,457,394,510
113839522,2,0,1,0
107986119,98,64,61,76
105374065,5,0,0,0
165829,1,2,2,2
116064,468,578,647,573
100130701,0,0,1,1
11167,242,282,573,109
406975,3,6,6,1
107986121,86,85,63,67
4710,4672,3564,3036,3470
3081,319,322,273,201
285282,964,923,704,949
2960,199,219,165,314
101926983,0,0,0,2
105374069,2,0,0,0
9515,964,937,847,904
100847043,0,0,0,0
10721,5,3,22,26
503582,0,0,0,0
51725,2,0,7,0
3059,23,44,102,18
2804,6156,5045,5463,5544
9657,608,718,541,642
55840,243,150,104,145
6565,27,18,26,26
286676,76,26,46,41
101927010,0,4,0,0
942,0,18,11,0
846,4448,2443,1679,2744
1475,7,0,11,0
131076,144,111,276,167
26355,1907,1526,1005,1489
54554,696,391,425,681
102723582,10,6,11,7
3836,1315,1244,1388,1372
107984000,13,1,0,2
105374071,72,48,81,87
83666,1998,1318,1513,1774
151636,1002,788,668,887
165631,14,45,128,40
54625,499,821,1671,1227
79663,174,252,186,182
84925,301,191,336,190
100129550,63,79,127,98
54437,0,0,2,0
112268448,0,0,0,0
10954,172,107,149,182
102465667,1,0,0,4
26984,363,526,514,528
111,14,137,257,37
201562,493,566,400,573
100506826,45,42,69,47
4638,79,231,411,73
100873940,0,0,1,0
105369194,1,1,6,0
64770,551,634,885,908
54763,5,3,0,2
8997,38,29,25,22
100847021,0,0,0,0
105374077,0,7,0,0
102464832,0,0,0,0
107986123,0,0,0,0
105374076,0,0,0,0
7372,470,385,355,508
100422864,0,0,0,1
3693,204,200,309,270
56667,93,76,96,187
57493,152,279,353,201
84561,137,201,163,114
100847039,0,0,0,0
7707,1797,1719,1583,2147
105374080,14,13,1,9
105374081,0,0,0,0
8723,658,533,686,586
114885,236,98,263,129
105374312,0,0,0,4
100302204,0,0,0,0
101927056,14,20,6,8
102723696,4,7,18,6
100125556,50,45,28,15
200810,191,146,103,277
152015,9,3,8,5
54946,239,285,363,475
105374085,24,2,22,15
112267887,0,10,0,12
10840,0,10,10,0
100874204,0,3,2,0
105374083,0,0,1,0
100862662,0,0,0,0
107986124,0,7,8,0
28999,4,14,3,2
105374088,0,0,0,0
107986044,0,0,0,0
100506907,0,0,0,0
348807,1,9,3,5
79364,149,358,384,357
131669,0,3,0,0
166012,0,0,0,0
152065,0,0,0,0
105374090,4,7,4,0
114112,112,101,96,116
255330,0,0,0,0
84303,92,130,217,167
5361,9,16,71,32
285311,0,0,0,0
100419008,0,0,0,0
101927123,0,0,0,0
105374094,0,0,0,0
101927149,6,0,7,24
107986125,76,12,11,18
131601,73,75,128,138
102466199,0,0,0,0
102465857,0,0,0,0
4171,4,3,37,11
107986126,4,3,20,16
50512,13,14,47,18
80325,39,20,172,108
11343,62,39,162,31
107986127,7,0,0,0
107986129,1,0,1,0
105374096,0,0,0,0
166348,0,3,0,1
102723759,4,9,0,0
29927,931,773,706,728
8607,259,262,333,277
100874089,0,0,0,0
60678,19,25,33,51
165721,0,0,0,0
285224,0,0,0,0
2624,12,11,90,7
101927167,0,10,15,1
90246,0,12,4,0
23434,0,0,0,0
6184,2375,1960,1982,2212
7879,1904,1577,1957,1894
113219457,0,0,0,0
653712,3,5,5,5
28976,199,144,167,172
57501,319,158,150,216
79825,38,18,7,33
2815,0,0,0,0
100534599,124,155,161,156
339122,5,3,7,6
57461,264,414,408,426
7555,8234,7484,9049,8604
105374101,60,31,39,17
105374102,0,0,0,1
22820,1396,1063,1176,1403
102465496,0,0,0,0
56941,413,396,417,591
8971,64,45,82,64
339942,16,4,48,22
132241,75,149,158,121
677797,4,10,2,2
90288,3,9,18,21
8930,1002,944,1355,1021
55764,400,457,425,536
6010,0,0,0,0
132243,0,4,0,0
23129,96,86,162,94
23023,1093,935,938,1148
100507032,106,100,44,47
7200,0,0,0,0
644974,1,2,2,2
105374105,0,0,0,0
729375,8,32,17,44
105374104,60,42,12,73
105374103,2,4,1,1
107986131,14,38,1,4
107986133,0,0,0,0
646300,2,21,0,6
105374106,0,0,0,0
256076,0,0,0,0
131873,14,25,26,9
30849,484,500,456,556
107986023,0,45,0,4
105374107,0,0,0,0
105374108,0,0,0,0
27032,1637,1238,1271,1869
28990,362,332,271,255
79858,92,83,181,138
107986024,0,22,13,0
339874,93,59,46,77
152195,107,80,140,96
131870,319,315,281,344
107986025,1,0,0,1
105374110,0,0,0,5
11222,1046,847,978,982
677836,25,8,3,20
105374114,71,22,30,18
131034,438,228,312,418
105374113,8,3,1,10
100847040,0,0,0,0
105374111,0,5,5,1
100189179,0,0,2,0
100189250,0,0,0,0
55,937,549,490,697
23317,739,588,748,795
100532724,651,348,467,594
84129,462,242,356,435
51554,6,23,2,9
79876,1043,762,723,759
27031,545,418,376,522
348808,1,1,1,19
105374115,0,0,0,0
66000,175,100,106,120
101927455,49,103,36,65
101927432,315,165,189,364
8419,29,6,16,38
85003,0,0,0,0
55573,2472,1864,1903,1840
11073,198,191,211,141
7018,17,9,73,6
58477,3788,2400,1312,2073
105374116,0,0,0,0
51560,165,86,135,104
80111,0,0,8,0
6578,131,276,334,39
100507210,0,0,0,0
105374117,0,0,0,0
6259,217,308,402,348
105374119,0,0,0,0
105374118,0,0,10,1
51421,46,56,121,31
102466744,0,0,1,0
100616281,0,0,0,0
25847,3120,2647,1600,2620
80254,729,552,862,901
2047,17,13,13,7
339855,110,49,37,83
105374121,0,0,1,4
105374120,0,0,0,0
102724019,1,0,0,3
105374122,25,0,1,15
105374123,0,0,0,0
105374124,0,0,0,0
5523,410,319,413,269
107986135,4,3,0,0
55167,458,306,347,464
5096,721,627,466,668
10274,577,666,654,669
80723,780,567,770,778
101927597,152,83,153,75
4690,648,598,514,699
107986136,57,61,50,64
53833,17,2,14,5
105374126,0,0,0,0
8403,0,0,0,0
100507274,0,0,0,0
51208,14,26,11,5
105374127,14,46,15,26
105374128,26,45,15,68
199221,98,107,58,82
51146,0,0,0,0
51163,361,246,251,293
25852,1107,1051,1095,1027
347736,249,185,274,196
22808,85,20,104,108
105374129,0,1,0,17
83850,70,13,7,10
80321,772,391,401,400
55179,344,253,305,374
5291,311,242,216,265
103344930,0,0,0,0
668,0,0,0,0
401089,0,0,0,0
729627,0,0,0,0
389151,0,0,0,0
389152,0,0,0,0
60467,0,1,0,0
140464,0,0,0,0
56945,493,339,414,359
9276,4113,2960,2784,3346
100507291,67,97,130,68
5948,14,2,8,5
5947,1322,1103,899,1369
349565,218,300,352,303
64084,212,352,224,316
105374132,0,1,1,1
101927808,0,2,1,0
102724068,6,2,27,0
287015,0,0,0,0
55186,1221,1266,1311,1234
92369,3,9,1,0
92370,60,68,47,17
253461,1793,1940,1947,2215
5922,312,272,466,345
646730,0,5,0,6
9616,1371,1148,1156,1228
131890,0,3,1,1
105374134,0,0,0,0
483,333,354,452,336
7029,425,258,448,394
256356,310,330,487,384
54464,1996,1837,2186,1792
545,808,682,594,679
5357,1579,1909,1210,1749
105374136,1,2,0,3
7220,782,412,568,555
26577,0,1,18,37
100507389,0,1,0,0
344838,0,0,0,0
101927832,16,9,23,17
100289361,80,37,91,70
23350,2679,2633,3186,2832
105374138,0,0,0,0
9435,18,17,76,42
105374137,0,1,4,1
285195,144,73,142,75
100885796,0,1,0,0
102724120,1,0,0,0
205428,209,143,150,73
105374140,0,1,2,0
105374139,0,0,0,0
105374141,0,0,0,0
105374142,0,0,1,0
105374143,0,0,0,0
105374144,0,0,0,0
107986138,16,41,34,54
109729161,13,2,6,9
5352,736,517,748,1109
105374145,94,20,66,55
57088,564,356,556,425
57047,145,74,128,91
5359,967,785,916,592
389158,0,0,0,0
101927866,0,0,0,0
112268449,0,0,0,0
84107,0,0,0,0
7545,0,0,0,0
440982,0,0,0,0
102724145,0,0,0,0
100507461,0,0,0,0
105374146,0,0,0,0
105374149,0,0,3,0
105374148,0,0,0,0
105374147,1,0,0,0
105374150,0,0,0,0
185,6,6,18,30
1360,21459,89880,1966,2465
1359,93,58,292,19
107986045,0,0,0,0
2992,2912,1762,2024,2624
6596,3495,2612,2061,2865
100873945,70,61,52,61
84343,122,158,143,142
1356,44,42,47,53
101927942,0,0,0,0
107986140,0,0,0,0
116441,15,95,168,36
4071,209,328,887,218
100874091,9,1,1,1
105374151,0,5,1,3
7104,8168,13855,19364,14720
25937,114,100,174,74
100128025,0,0,0,0
51122,478,501,504,464
389161,1,0,0,0
11342,2347,2023,1672,2320
105374152,74,95,162,132
5217,9876,8293,6792,10278
646903,141,101,101,157
653659,59,71,95,73
105374153,36,8,22,22
107986046,20,0,1,23
105374313,0,7,2,2
101927992,11,11,2,4
101928022,14,8,9,23
105374154,19,2,7,10
107986141,37,39,15,6
107986142,0,0,0,0
9819,549,504,734,652
27230,1437,1360,906,1045
83939,2546,2190,1685,2342
51714,6248,4700,3711,5101
131831,6,4,6,10
101928085,30,44,54,76
101928105,0,1,0,1
6478,112,107,207,134
105374155,2,0,0,0
646951,0,0,0,0
7401,0,0,0,0
116933,0,0,0,0
116931,79,125,62,95
29909,1,13,70,18
9934,51,16,52,49
53836,0,0,5,1
53829,17,25,22,33
64805,0,0,0,5
285313,40,91,61,41
100847036,0,0,0,0
105374157,0,0,0,0
105374158,0,0,15,0
344752,0,0,0,0
101928142,0,0,0,0
201651,4,0,0,0
105374160,0,0,0,0
13,20,65,9,0
56670,9,5,0,10
105374159,0,0,0,0
107986047,0,0,0,0
101928166,0,0,0,0
4154,2211,2096,1637,1876
401093,80,41,34,24
105374162,649,472,597,222
645843,3,12,3,0
105374163,0,0,0,1
102724289,17,9,1,17
5028,2782,1701,1831,2503
5912,1010,828,872,713
105374164,0,0,1,0
105374166,0,0,0,0
105374165,0,0,0,0
107986147,0,0,0,0
152118,0,0,0,0
100507524,182,95,52,123
26084,187,182,139,105
105374167,30,9,6,5
170506,954,1034,1432,1172
344758,0,1,116,2
105374170,0,0,0,0
105374171,0,0,0,0
4311,0,0,39,0
101928190,0,0,0,0
100507537,0,4,1,0
105374172,0,0,0,0
23007,176,389,156,455
100874036,2,15,4,13
285315,332,285,211,282
9197,1728,1647,612,821
105374174,20,8,8,23
8833,332,406,416,445
7881,1105,1171,1522,1370
100874083,0,0,0,0
100874084,5,5,27,15
6747,2391,2003,1213,1786
100287227,22,7,29,16
25976,112,236,215,235
107986148,1,13,41,4
730091,61,122,183,182
647033,119,183,159,224
389170,44,28,45,51
339894,0,0,5,0
105374177,0,0,2,1
100498859,8,10,8,17
57018,1927,1282,2927,1938
101928236,41,30,30,29
105374179,6,9,13,7
79674,70,59,10,5
5806,9,0,52,12
152078,19,19,36,5
6474,1,0,0,0
51319,914,671,940,962
110599565,0,28,13,10
100996447,170,87,43,133
4291,484,454,373,548
85476,1050,723,778,907
56925,490,350,418,388
5918,17,30,47,38
112268457,44,23,64,18
100287290,93,72,66,71
64747,772,463,833,741
105374181,22,12,9,5
100505385,149,158,202,199
654502,0,0,1,0
29970,158,166,212,215
100500803,0,0,0,0
100874433,0,0,0,0
101928351,21,0,7,0
101928376,0,0,0,1
3592,0,0,0,0
730109,0,0,0,0
105374314,0,0,0,0
107986149,0,0,0,0
401097,46,49,78,147
100174949,535,367,581,479
57560,438,315,461,376
10051,368,320,385,503
406949,0,0,0,0
406951,0,0,5,0
286827,617,478,366,446
3840,1021,559,866,964
677767,1,10,8,2
80117,0,5,2,0
151742,1113,1223,1036,1174
8706,584,419,388,453
105374186,0,36,2,6
51068,1648,1854,1640,1929
105374187,36,43,69,98
112268450,0,0,0,4
165679,420,816,1506,1473
107986150,0,0,0,0
101243545,1839,1591,1753,1639
131149,0,0,0,0
107986048,0,0,0,0
107986049,0,0,0,0
647107,0,0,0,0
105374188,0,0,0,0
102724419,0,0,0,0
100302148,0,0,0,0
105374189,0,0,0,0
105374190,0,0,0,0
105374191,9,0,8,0
107986151,0,0,0,0
104355289,0,0,0,0
107986050,0,0,0,0
6476,0,0,0,0
105374192,0,0,0,0
101928405,0,0,0,0
22865,0,0,0,0
103695433,0,0,0,0
590,137,379,265,378
105374194,0,0,0,0
105374193,0,0,0,0
105374195,0,0,0,0
105374196,11,0,0,0
79740,7,23,8,30
104310350,0,0,0,0
5276,165,1187,12,18
105374197,3,23,1,0
151790,9,4,3,4
11235,1530,1126,1144,1384
5274,1404,756,932,1101
646168,0,0,0,0
107986152,538,373,210,469
27333,637,516,460,558
93556,460,464,976,742
693136,0,0,5,3
105374200,21,17,30,28
100507661,62,50,221,129
105374201,0,0,0,0
107986051,0,0,0,0
2122,132,153,89,50
105374206,0,0,0,0
105374205,0,0,1,0
7012,1,1,3,1
84517,5,5,12,19
100189318,0,0,0,0
55892,586,695,643,738
151827,176,151,236,196
344657,0,0,4,0
79782,0,0,1,0
344658,0,0,0,0
100128164,0,0,2,8
7095,9114,7164,7134,6527
26996,85,71,89,84
80012,981,1042,1222,1187
105374209,10,5,10,1
5584,208,332,283,384
6498,1654,1429,1257,1632
5010,8,8,37,5
102465497,0,0,0,0
57709,379,541,829,546
101928583,9,11,12,17
105374211,0,0,0,0
200916,361,317,502,297
56648,441,385,223,289
6514,651,831,94,391
23043,915,596,555,532
105374216,51,16,19,15
693154,1,0,0,1
102724479,11,7,42,11
5337,582,435,227,308
389177,0,0,0,0
100874219,0,0,0,0
105374218,0,0,0,0
105374217,0,0,0,0
64778,1522,1543,1114,1225
107986153,13,17,61,28
2693,115,35,47,168
8743,363,453,833,567
105374219,0,1,0,0
57552,330,194,209,434
1894,211,43,90,120
107986052,0,0,0,0
83893,5,10,19,18
105374221,0,4,0,0
105374220,0,1,0,0
105374224,20,8,2,6
22871,949,947,665,821
105374225,86,109,47,101
100874010,17,4,13,16
105374226,0,0,3,0
254827,160,221,197,171
107986027,0,15,6,10
100862679,0,2,0,2
100874244,0,0,1,0
100616395,0,0,0,0
100874245,0,0,0,2
102465858,0,0,0,0
105374230,0,2,0,1
100505547,12,8,11,11
105374229,1,1,1,3
101928684,0,0,0,0
79718,4034,3703,2656,3788
107986053,0,0,0,0
100820709,0,2,1,0
100505566,0,0,3,0
101928711,0,0,0,0
102724550,0,19,2,0
107986154,0,0,0,0
105374234,0,0,0,0
107986155,0,0,0,0
107986156,0,0,0,0
105374235,0,0,0,0
100874330,270,89,142,203
104797538,210,176,266,102
10242,2493,2138,2954,3083
64393,757,509,933,1260
101928739,0,0,0,0
5290,636,475,655,543
27094,66,67,72,57
51193,403,453,487,513
55669,823,609,504,645
59345,75,166,147,178
107986157,0,0,0,0
86,651,644,608,698
57129,780,849,998,823
4711,2087,1832,1610,1889
107986158,22,21,21,21
8975,469,430,506,614
51555,464,389,160,216
101928790,6,4,2,1
100505609,0,0,0,0
101928856,0,20,22,6
151613,2243,1676,1614,2072
339829,4,46,24,56
101928882,2,0,0,0
105374240,0,0,0,0
8087,1589,1731,1405,1667
131118,1257,1019,1040,1286
347689,83,35,37,63
102724604,0,0,1,3
6657,0,2,0,0
100996490,0,0,0,0
105374242,0,0,0,0
105374243,0,0,0,0
401103,0,0,4,0
105374244,0,0,0,0
102724617,0,0,0,0
107986054,0,0,0,0
105374245,3,0,0,0
23200,751,579,451,560
54165,1040,979,868,964
105374246,0,2,7,2
56922,850,587,786,669
105374247,0,0,6,0
27074,4,2,3,7
23101,498,406,340,401
84002,375,253,466,284
107986160,163,103,107,97
107986161,32,16,10,16
100505687,284,383,307,505
109616971,2,0,3,6
109617007,11,3,5,5
89857,14,1,4,1
100874019,0,0,0,0
105374248,0,0,0,0
107986162,6,8,9,4
54800,1303,1335,1095,1050
55689,190,71,232,244
100874113,3,1,1,8
79929,21,7,12,22
55486,270,338,570,426
100616127,0,0,0,0
10057,2201,1483,2561,2769
100873982,2,4,4,5
200909,0,0,0,0
170572,0,0,0,0
105374249,40,17,12,8
106478970,0,0,0,0
285242,0,0,0,0
8893,565,405,595,639
1857,269,270,324,349
1173,4130,3071,3311,3684
55324,517,437,481,553
90113,252,281,424,220
100187716,0,0,1,0
10195,183,128,273,219
110599564,55,47,39,47
110599583,63,40,58,73
94032,101,49,84,67
9718,45,27,44,59
5708,1675,1107,1587,1454
1981,352,416,733,505
692107,0,0,0,0
131408,80,69,143,130
1181,27,30,89,32
5437,524,421,567,742
7066,0,0,0,0
8646,0,0,0,4
105374250,0,0,0,0
105374251,0,0,0,0
100874079,0,0,0,0
2049,0,2,4,1
64110,384,348,387,365
107986163,74,30,29,29
101928992,0,0,0,0
105374253,0,4,0,0
23355,586,618,644,614
285382,225,154,72,33
339926,16,7,15,20
1962,518,341,340,468
100847054,0,0,0,0
9175,1854,1395,1303,1576
101929018,5,13,12,12
90407,389,250,342,361
105374254,2,24,45,20
200879,435,406,429,475
107986055,0,0,0,0
59343,442,654,596,666
10644,81,88,29,24
646600,0,4,0,0
100847078,0,0,0,0
6434,1287,1284,1831,1332
344887,0,0,0,0
2119,830,385,394,453
105374257,0,9,2,1
1608,109,34,96,160
107986164,0,0,0,0
253573,0,0,0,0
107986165,0,0,0,0
1427,28,43,20,28
55171,206,207,112,219
51726,513,307,311,292
197,0,0,0,0
26998,0,0,0,0
105374258,0,0,0,0
3273,0,0,0,0
3827,0,0,0,2
105374259,0,0,0,0
1974,26861,22409,17365,19224
619567,20,3,8,15
109617006,31,25,13,11
100302143,10,4,4,4
677847,13,7,14,6
6043,52,29,24,42
619568,40,29,21,46
5984,230,258,264,255
102724699,0,0,1,0
9370,0,1,671,4
100874095,0,0,100,0
6480,504,67,301,181
116832,6,6,30,5
101929106,0,0,0,0
132112,0,0,0,0
5648,0,0,0,0
105374260,0,0,0,0
101929130,0,8,9,0
64108,10,34,37,28
105374261,0,1,0,0
105374262,0,0,0,0
6750,79706,112549,147581,102223
344892,0,0,0,0
100131635,0,0,0,0
604,142,46,189,106
105374263,0,0,0,0
105374264,0,0,0,4
105374265,0,0,1,0
105374266,0,0,2,0
107986166,0,8,5,26
339929,17,7,26,7
4026,1313,1422,1873,1475
401105,14,21,12,22
100873917,12,0,0,3
407020,0,0,2,0
100874043,23,11,34,20
107986168,6,11,12,1
107986167,0,20,35,4
285386,0,1,21,9
100874027,0,0,1,0
105374270,0,0,0,0
107986169,0,0,0,0
8626,0,2,0,0
100126340,0,0,0,0
55214,17,7,10,16
101929152,1,0,0,0
107986170,0,0,0,0
9076,25,13,12,9
10686,0,1,0,0
131920,0,0,1,0
3556,29,48,21,30
105374272,0,0,0,0
647309,0,2,3,3
100170222,0,0,0,0
107986171,0,3,2,0
344901,0,0,1,0
106480738,0,0,0,0
257313,0,1,2,0
152137,741,726,1124,692
103344926,0,0,0,0
152138,0,0,0,0
105374275,0,0,0,0
105374276,0,0,0,0
105374277,0,0,0,0
2257,1347,1372,825,983
100873986,1,2,0,0
100873987,0,3,0,0
107986028,7,8,0,3
107986056,0,1,4,0
151963,31,181,90,112
105374280,0,0,0,0
57110,22,6,27,30
84789,0,0,0,1
344905,3,16,16,1
100874218,0,0,0,1
84239,6,20,37,20
101929198,0,7,0,0
4976,451,818,870,820
100873941,3,13,8,7
102724808,18,14,7,7
105374282,0,0,0,0
105374283,0,0,0,0
105374284,0,0,0,0
105374285,0,0,0,0
105374287,1,5,0,2
105374286,0,0,0,4
647323,2,11,18,17
100128023,0,0,0,0
285389,18,5,19,11
102724877,0,0,1,0
3280,116,90,953,105
107986172,0,0,0,0
100505920,0,0,0,0
101929337,0,0,0,0
105374289,0,0,0,0
100131551,3,0,2,0
1370,0,0,0,0
131578,0,0,1,0
2814,8,0,7,0
79572,1370,1154,1626,1633
401106,13,2,28,4
100507297,448,265,307,441
93109,19,25,45,13
105374291,1,0,0,1
55341,359,396,483,451
131583,0,13,28,1
105374292,0,4,6,1
100507391,0,0,0,0
105374293,0,0,0,0
107986174,0,0,0,0
107986173,0,0,0,0
105374294,0,0,0,0
105374295,0,0,0,0
152002,88,80,53,157
100874528,0,0,0,0
100422926,0,0,0,0
101410543,0,0,1,1
105374296,2,0,3,5
23527,717,768,918,918
5504,602,746,934,950
347,99,148,584,37
107986029,0,0,0,1
105374298,98,34,55,63
105374297,10,2,13,8
727956,128,107,104,147
440993,110,75,90,93
693155,12,6,6,11
200958,62,73,73,40
4585,4,3,0,6
105374299,0,0,0,0
101929697,0,0,0,0
107984010,0,0,0,0
10188,78,53,192,89
102465977,0,0,0,0
100128262,6,18,43,26
727978,26,22,29,10
255812,129,97,127,212
105374301,16,5,22,16
7037,481,747,662,643
401109,0,0,0,0
105374303,0,0,0,0
131540,0,0,0,0
105374304,0,0,1,1
200931,4,3,8,10
5130,366,410,354,462
255758,226,209,301,295
100534611,50,60,87,66
107986031,19,9,12,5
100874214,5,8,6,12
116211,2,4,5,4
26043,612,503,681,581
100874034,5,3,19,1
165918,667,503,599,816
105374306,1,1,0,1
105374307,0,0,0,0
255798,0,0,0,0
348793,270,225,156,247
200933,264,270,204,237
101929769,1,7,5,4
375387,0,2,0,1
84984,48,100,59,90
54965,302,247,229,390
5062,532,595,585,741
205564,758,828,487,760
22916,2127,2027,1436,1728
100874001,19,17,11,10
152217,84,82,77,87
80235,45,29,60,77
4241,39,6,7,16
100507057,7,5,24,23
1739,1213,870,614,993
100616216,0,0,0,0
100507086,13,6,3,1
101926923,0,0,0,0
105374308,16,6,0,18
105374309,27,1,2,33
100129516,11,1,16,2
622,178,163,67,100
220729,135,173,228,202
107986175,1,1,6,4
112268458,47,27,50,65
9711,1223,730,754,734
100126321,26,18,19,15
84248,1523,1662,1203,1760
84859,667,631,674,607
105374310,20,34,25,17
84223,46,163,158,163
6165,8882,8003,7774,7888
89782,119,189,267,199
100873947,4,6,20,11
348840,0,1,0,0
107986177,0,0,0,0
728262,58,17,42,64
105379426,22,22,18,72
101928669,18,34,29,32
101059949,3,2,1,16
107987361,7,6,5,19
152687,162,259,181,283
255403,135,126,300,138
642280,52,49,71,79
107986244,0,3,5,0
654254,11,8,10,16
105374336,38,5,8,19
7700,592,664,517,561
693156,3,0,0,0
79963,312,343,409,590
170960,496,438,603,607
54872,455,311,548,315
112441426,60,28,21,45
105374338,95,56,96,143
5158,158,167,250,158
101928521,1,0,2,16
521,2779,2304,2698,2214
4636,155,132,158,151
84179,7,3,11,16
107986245,0,0,0,0
10336,902,821,840,880
107986246,0,0,0,6
107986211,36,67,90,52
100129917,29,26,26,13
10815,14,18,56,32
105374339,1,1,2,3
105374340,2,16,3,4
2580,73,70,152,78
